Name,Seasons,Games,AB,Runs,Hits,Doubles,Triples,HR,RBI,BB,SO,BA,OBP,SLG,AdjPro,BatRun,AdjBatRun,RC,SB,CS,SBRuns,FieldAverage,FieldRuns,TotalPyrRate,Position,HOFStatus,Cluster
ANDRE RODGERS, 11.0, 854.0, 2521.0, 268.0, 628.0, 112.0, 23.0, 45.0, 245.0, 290.0, 507.0, 0.249, 0.331, 0.365, 90.0, -23.0, -29.0, 305.0, 22.0, 20.0, -5.0, 0.956, 9.0, 1.7, S, 0, 1
AURELIO RODRIGUEZ, 17.0, 2017.0, 6611.0, 612.0, 1570.0, 287.0, 46.0, 124.0, 648.0, 324.0, 943.0, 0.237, 0.276, 0.351, 75.0, -223.0, -234.0, 610.0, 35.0, 31.0, -8.0, 0.964, 184.0, -7.1, 3, 0, 1
GARY ROENICKE, 12.0, 1064.0, 2708.0, 367.0, 670.0, 135.0, 4.0, 121.0, 410.0, 406.0, 428.0, 0.247, 0.354, 0.434, 117.0, 65.0, 69.0, 424.0, 16.0, 20.0, -7.0, 0.988, -93.0, -5.9, O, 0, 1
BILLY ROGELL, 14.0, 1482.0, 5149.0, 755.0, 1375.0, 256.0, 75.0, 42.0, 609.0, 649.0, 416.0, 0.267, 0.351, 0.37, 84.0, -106.0, -116.0, 707.0, 82.0, 62.0, 0.0, 0.956, 68.0, 2.7, S, 0, 1
COOKIE ROJAS, 16.0, 1822.0, 6309.0, 714.0, 1660.0, 254.0, 25.0, 54.0, 593.0, 396.0, 489.0, 0.263, 0.309, 0.337, 83.0, -137.0, -145.0, 630.0, 74.0, 68.0, -19.0, 0.984, -48.0, -13.0, 2, 0, 1
RED ROLFE, 10.0, 1175.0, 4827.0, 942.0, 1394.0, 257.0, 67.0, 69.0, 497.0, 526.0, 335.0, 0.289, 0.36, 0.413, 100.0, -15.0, 3.0, 756.0, 44.0, 20.0, 1.0, 0.956, -22.0, 0.9, 3, 0, 1
RICH ROLLINS, 10.0, 1002.0, 3303.0, 419.0, 887.0, 125.0, 20.0, 77.0, 399.0, 266.0, 410.0, 0.269, 0.33, 0.388, 98.0, 6.0, -7.0, 424.0, 17.0, 10.0, -1.0, 0.947, -30.0, -4.6, 3, 0, 1
JOHNNY ROMANO, 10.0, 905.0, 2767.0, 355.0, 706.0, 112.0, 10.0, 129.0, 417.0, 414.0, 485.0, 0.255, 0.358, 0.443, 123.0, 79.0, 90.0, 450.0, 7.0, 9.0, -3.0, 0.99, -36.0, 9.2, C, 0, 1
ED ROMERO, 12.0, 730.0, 1912.0, 218.0, 473.0, 79.0, 1.0, 8.0, 155.0, 140.0, 159.0, 0.247, 0.3, 0.302, 67.0, -86.0, -83.0, 172.0, 9.0, 10.0, -3.0, 0.958, 31.0, -2.6, S, 0, 1
PHIL ROOF, 15.0, 857.0, 2151.0, 190.0, 463.0, 69.0, 13.0, 43.0, 210.0, 184.0, 504.0, 0.215, 0.284, 0.319, 73.0, -79.0, -77.0, 193.0, 11.0, 10.0, -3.0, 0.986, 58.0, 1.2, C, 0, 1
BUDDY ROSAR, 13.0, 988.0, 3198.0, 335.0, 836.0, 147.0, 15.0, 18.0, 367.0, 315.0, 161.0, 0.261, 0.33, 0.334, 84.0, -70.0, -67.0, 358.0, 17.0, 18.0, -6.0, 0.992, 33.0, 1.7, C, 0, 1
JOHNNY ROSEBORO, 14.0, 1585.0, 4847.0, 512.0, 1206.0, 190.0, 44.0, 104.0, 548.0, 547.0, 677.0, 0.249, 0.329, 0.371, 95.0, -34.0, -28.0, 604.0, 67.0, 56.0, -14.0, 0.989, -22.0, 0.8, C, 0, 1
AL ROSEN, 10.0, 1044.0, 3725.0, 603.0, 1063.0, 165.0, 20.0, 192.0, 717.0, 587.0, 385.0, 0.285, 0.386, 0.495, 138.0, 188.0, 197.0, 729.0, 39.0, 33.0, -8.0, 0.961, -52.0, 11.9, 3, 0, 1
JACK ROTHROCK, 11.0, 1014.0, 3350.0, 498.0, 924.0, 162.0, 35.0, 28.0, 327.0, 299.0, 312.0, 0.276, 0.336, 0.37, 85.0, -72.0, -71.0, 431.0, 75.0, 33.0, 0.0, 0.976, -24.0, -11.4, O, 0, 1
JACK ROWE, 12.0, 1044.0, 4386.0, 764.0, 1256.0, 202.0, 88.0, 28.0, 644.0, 224.0, 177.0, 0.286, 0.323, 0.392, 116.0, 77.0, 78.0, 594.0, 59.0, 0.0, 0.0, 0.882, -147.0, -3.3, S, 0, 1
JERRY ROYSTER, 16.0, 1428.0, 4208.0, 552.0, 1049.0, 165.0, 33.0, 40.0, 352.0, 411.0, 534.0, 0.249, 0.318, 0.333, 76.0, -108.0, -138.0, 456.0, 189.0, 95.0, -0.0, 0.951, -19.0, -13.4, 3, 0, 1
JOE RUDI, 16.0, 1547.0, 5556.0, 684.0, 1468.0, 287.0, 39.0, 179.0, 810.0, 369.0, 870.0, 0.264, 0.314, 0.427, 112.0, 41.0, 66.0, 730.0, 25.0, 15.0, -1.0, 0.991, 3.0, -0.1, O, 0, 1
MUDDY RUEL, 19.0, 1468.0, 4514.0, 494.0, 1242.0, 187.0, 29.0, 4.0, 534.0, 606.0, 238.0, 0.275, 0.365, 0.332, 83.0, -93.0, -85.0, 581.0, 61.0, 59.0, 0.0, 0.982, 53.0, 3.6, C, 0, 1
JIM RUSSELL, 10.0, 1035.0, 3595.0, 554.0, 959.0, 175.0, 51.0, 67.0, 428.0, 503.0, 427.0, 0.267, 0.36, 0.4, 108.0, 55.0, 46.0, 544.0, 59.0, 0.0, 0.0, 0.981, 27.0, 2.6, O, 0, 1
CONNIE RYAN, 12.0, 1184.0, 3982.0, 535.0, 988.0, 181.0, 42.0, 56.0, 381.0, 518.0, 514.0, 0.248, 0.337, 0.357, 90.0, -49.0, -47.0, 506.0, 69.0, 12.0, 0.0, 0.97, -1.0, 0.3, 2, 0, 1
JACK RYAN, 13.0, 616.0, 2192.0, 245.0, 476.0, 69.0, 29.0, 4.0, 154.0, 85.0, 80.0, 0.217, 0.248, 0.281, 50.0, -148.0, -148.0, 175.0, 32.0, 0.0, 0.0, 0.947, -6.0, -9.9, C, 0, 1
MIKE RYAN, 11.0, 636.0, 1920.0, 146.0, 370.0, 60.0, 12.0, 28.0, 161.0, 152.0, 370.0, 0.193, 0.253, 0.28, 51.0, -120.0, -126.0, 128.0, 4.0, 4.0, -1.0, 0.991, 10.0, -9.3, C, 0, 1
LENN SAKATA, 11.0, 565.0, 1289.0, 163.0, 296.0, 46.0, 4.0, 25.0, 109.0, 97.0, 158.0, 0.23, 0.288, 0.33, 71.0, -53.0, -51.0, 123.0, 30.0, 17.0, -1.0, 0.982, 36.0, 0.5, 2, 0, 1
LUIS SALAZAR, 13.0, 1302.0, 4101.0, 438.0, 1070.0, 144.0, 33.0, 94.0, 455.0, 179.0, 653.0, 0.261, 0.294, 0.381, 88.0, -83.0, -78.0, 446.0, 117.0, 51.0, 5.0, 0.95, -31.0, -11.7, 3, 0, 1
MANNY SANGUILLEN, 13.0, 1448.0, 5062.0, 566.0, 1500.0, 205.0, 57.0, 65.0, 585.0, 223.0, 331.0, 0.296, 0.329, 0.398, 103.0, -2.0, 6.0, 616.0, 35.0, 38.0, -12.0, 0.986, -27.0, 0.9, C, 0, 1
TOM SATRIANO, 10.0, 674.0, 1623.0, 130.0, 365.0, 53.0, 5.0, 21.0, 157.0, 214.0, 225.0, 0.225, 0.317, 0.303, 79.0, -43.0, -39.0, 160.0, 7.0, 8.0, -3.0, 0.987, -26.0, -5.6, C, 0, 1
CARL SAWATSKI, 11.0, 633.0, 1449.0, 133.0, 351.0, 46.0, 5.0, 58.0, 213.0, 191.0, 251.0, 0.242, 0.333, 0.401, 92.0, -7.0, -15.0, 202.0, 2.0, 0.0, 0.0, 0.988, -32.0, -2.9, C, 0, 1
PAUL SCHAAL, 11.0, 1128.0, 3555.0, 436.0, 869.0, 132.0, 26.0, 57.0, 323.0, 516.0, 466.0, 0.244, 0.344, 0.344, 98.0, 4.0, 6.0, 444.0, 43.0, 38.0, -10.0, 0.943, -91.0, -11.0, 3, 0, 1
GERMANY SCHAEFER, 15.0, 1150.0, 3784.0, 497.0, 972.0, 117.0, 48.0, 9.0, 308.0, 333.0, 28.0, 0.257, 0.319, 0.32, 97.0, -8.0, -11.0, 472.0, 201.0, 1.0, 0.0, 0.954, 3.0, -1.1, 2, 0, 1
RAY SCHALK, 18.0, 1762.0, 5306.0, 579.0, 1345.0, 199.0, 49.0, 11.0, 594.0, 638.0, 355.0, 0.253, 0.34, 0.316, 83.0, -108.0, -104.0, 630.0, 176.0, 69.0, 0.0, 0.981, 55.0, 7.1, C, 2, 1
WALTER SCHMIDT, 10.0, 766.0, 2411.0, 216.0, 619.0, 63.0, 20.0, 3.0, 234.0, 137.0, 105.0, 0.257, 0.301, 0.303, 68.0, -94.0, -101.0, 231.0, 57.0, 16.0, 0.0, 0.98, 21.0, -2.8, C, 0, 1
DICK SCHOFIELD.SR., 19.0, 1321.0, 3083.0, 394.0, 699.0, 113.0, 20.0, 21.0, 211.0, 390.0, 526.0, 0.227, 0.319, 0.297, 73.0, -100.0, -101.0, 311.0, 12.0, 29.0, -14.0, 0.961, 73.0, 1.1, S, 0, 1
OSSE SCHRECKENGOST, 11.0, 895.0, 3057.0, 304.0, 829.0, 136.0, 31.0, 9.0, 338.0, 102.0, 0.0, 0.271, 0.297, 0.345, 90.0, -36.0, -43.0, 349.0, 52.0, 0.0, 0.0, 0.97, 86.0, 12.0, C, 0, 1
POP SCHRIVER, 14.0, 800.0, 2727.0, 367.0, 720.0, 117.0, 40.0, 16.0, 375.0, 223.0, 118.0, 0.264, 0.329, 0.354, 89.0, -37.0, -45.0, 351.0, 46.0, 0.0, 0.0, 0.934, -15.0, 0.0, C, 0, 1
FRED SCHULTE, 11.0, 1179.0, 4259.0, 686.0, 1241.0, 249.0, 54.0, 47.0, 593.0, 462.0, 361.0, 0.291, 0.362, 0.408, 98.0, 6.0, -6.0, 637.0, 56.0, 58.0, 0.0, 0.976, 35.0, -4.8, O, 0, 1
JOE SCHULTZ, 11.0, 703.0, 1959.0, 235.0, 558.0, 83.0, 19.0, 15.0, 249.0, 116.0, 102.0, 0.285, 0.327, 0.37, 93.0, -21.0, -20.0, 242.0, 35.0, 16.0, 0.0, 0.966, -43.0, -9.2, O, 0, 1
MIKE SCIOSCIA, 13.0, 1441.0, 4373.0, 398.0, 1131.0, 198.0, 12.0, 68.0, 446.0, 567.0, 307.0, 0.259, 0.347, 0.356, 99.0, -7.0, 9.0, 555.0, 29.0, 24.0, -6.0, 0.988, 67.0, 14.7, C, 0, 1
TONY SCOTT, 11.0, 991.0, 2803.0, 331.0, 699.0, 111.0, 28.0, 17.0, 253.0, 186.0, 464.0, 0.249, 0.3, 0.327, 75.0, -100.0, -96.0, 272.0, 125.0, 69.0, -4.0, 0.986, 9.0, -12.4, O, 0, 1
EVERETT SCOTT, 13.0, 1654.0, 5837.0, 552.0, 1455.0, 208.0, 58.0, 20.0, 551.0, 243.0, 282.0, 0.249, 0.281, 0.315, 65.0, -297.0, -287.0, 532.0, 69.0, 60.0, 0.0, 0.965, 117.0, -7.1, S, 0, 1
ANDY SEMINICK, 15.0, 1304.0, 3921.0, 495.0, 953.0, 139.0, 26.0, 164.0, 556.0, 582.0, 780.0, 0.243, 0.347, 0.417, 107.0, 31.0, 39.0, 584.0, 23.0, 7.0, 0.0, 0.977, 15.0, 11.0, C, 0, 1
HANK SEVEREID, 15.0, 1390.0, 4312.0, 408.0, 1245.0, 204.0, 42.0, 17.0, 539.0, 331.0, 169.0, 0.289, 0.342, 0.367, 91.0, -44.0, -55.0, 556.0, 35.0, 19.0, 0.0, 0.978, -55.0, -4.0, C, 0, 1
LUKE SEWELL, 20.0, 1630.0, 5383.0, 653.0, 1393.0, 272.0, 56.0, 20.0, 696.0, 486.0, 307.0, 0.259, 0.323, 0.341, 70.0, -231.0, -246.0, 616.0, 65.0, 44.0, -7.0, 0.978, 48.0, -9.7, C, 0, 1
ORATOR SHAFFER, 11.0, 842.0, 3442.0, 584.0, 974.0, 162.0, 52.0, 10.0, 241.0, 227.0, 218.0, 0.283, 0.328, 0.369, 123.0, 89.0, 89.0, 448.0, 32.0, 0.0, 0.0, 0.865, 82.0, 13.3, O, 0, 1
HOWIE SHANKS, 14.0, 1665.0, 5699.0, 604.0, 1440.0, 211.0, 96.0, 25.0, 620.0, 415.0, 443.0, 0.253, 0.308, 0.337, 82.0, -154.0, -148.0, 637.0, 185.0, 64.0, 0.0, 0.971, 10.0, -14.3, O, 0, 1
MERV SHEA, 11.0, 439.0, 1197.0, 105.0, 263.0, 39.0, 7.0, 5.0, 115.0, 189.0, 145.0, 0.22, 0.327, 0.277, 58.0, -67.0, -72.0, 122.0, 8.0, 4.0, 0.0, 0.976, 16.0, -3.3, C, 0, 1
JOHN SHELBY, 11.0, 1036.0, 3090.0, 389.0, 739.0, 128.0, 24.0, 70.0, 313.0, 182.0, 671.0, 0.239, 0.282, 0.364, 79.0, -101.0, -94.0, 320.0, 98.0, 40.0, 5.0, 0.982, -36.0, -15.3, O, 0, 1
BILLY SHINDLE, 13.0, 1422.0, 5807.0, 992.0, 1560.0, 226.0, 97.0, 31.0, 758.0, 388.0, 240.0, 0.269, 0.323, 0.357, 90.0, -94.0, -78.0, 813.0, 318.0, 0.0, 0.0, 0.892, 95.0, 4.7, 3, 0, 1
GEORGE SHOCH, 11.0, 706.0, 2536.0, 414.0, 671.0, 89.0, 28.0, 10.0, 323.0, 298.0, 115.0, 0.265, 0.355, 0.334, 95.0, -15.0, 1.0, 365.0, 138.0, 0.0, 0.0, 0.912, -7.0, -0.2, O, 0, 1
BURT SHOTTON, 14.0, 1388.0, 4949.0, 746.0, 1338.0, 154.0, 65.0, 9.0, 290.0, 714.0, 382.0, 0.27, 0.365, 0.333, 110.0, 61.0, 84.0, 663.0, 293.0, 93.0, 0.0, 0.942, 25.0, 2.6, O, 0, 1
NORM SIEBERN, 12.0, 1406.0, 4481.0, 662.0, 1217.0, 206.0, 38.0, 132.0, 636.0, 708.0, 748.0, 0.272, 0.372, 0.423, 118.0, 129.0, 128.0, 749.0, 18.0, 25.0, -10.0, 0.992, 17.0, 6.4, 1, 0, 1
DICK SIEBERT, 11.0, 1035.0, 3917.0, 439.0, 1104.0, 204.0, 40.0, 32.0, 482.0, 276.0, 185.0, 0.282, 0.332, 0.379, 96.0, -36.0, -29.0, 500.0, 30.0, 32.0, 0.0, 0.99, 31.0, -8.2, 1, 0, 1
CHARLIE SILVERA, 10.0, 227.0, 482.0, 34.0, 136.0, 15.0, 2.0, 1.0, 52.0, 53.0, 32.0, 0.282, 0.356, 0.328, 86.0, -9.0, -8.0, 58.0, 2.0, 6.0, -3.0, 0.985, 21.0, 1.7, C, 0, 1
DUKE SIMS, 11.0, 843.0, 2422.0, 263.0, 580.0, 80.0, 6.0, 100.0, 310.0, 338.0, 483.0, 0.239, 0.341, 0.401, 111.0, 42.0, 39.0, 346.0, 6.0, 16.0, -8.0, 0.986, -20.0, 3.9, C, 0, 1
MATT SINATRO, 10.0, 140.0, 252.0, 20.0, 48.0, 6.0, 1.0, 1.0, 21.0, 17.0, 35.0, 0.19, 0.244, 0.234, 34.0, -22.0, -22.0, 16.0, 2.0, 1.0, 0.0, 0.996, 19.0, -0.1, C, 0, 1
SIBBY SISTI, 13.0, 1016.0, 2999.0, 401.0, 732.0, 121.0, 19.0, 27.0, 260.0, 283.0, 440.0, 0.244, 0.313, 0.324, 79.0, -98.0, -81.0, 315.0, 30.0, 5.0, 0.0, 0.973, -72.0, -12.6, 2, 0, 1
TED SIZEMORE, 12.0, 1411.0, 5011.0, 577.0, 1311.0, 188.0, 21.0, 23.0, 430.0, 469.0, 350.0, 0.262, 0.327, 0.321, 80.0, -123.0, -126.0, 526.0, 59.0, 46.0, -10.0, 0.979, 28.0, -1.8, 2, 0, 1
BOB SKINNER, 12.0, 1381.0, 4318.0, 642.0, 1198.0, 197.0, 58.0, 103.0, 531.0, 485.0, 646.0, 0.277, 0.353, 0.421, 108.0, 51.0, 52.0, 656.0, 67.0, 36.0, -2.0, 0.969, -7.0, -1.7, O, 0, 1
JIMMY SLAGLE, 10.0, 1298.0, 4996.0, 779.0, 1340.0, 124.0, 56.0, 2.0, 344.0, 619.0, 0.0, 0.268, 0.352, 0.317, 97.0, 13.0, 4.0, 689.0, 273.0, 0.0, 0.0, 0.95, 22.0, -5.7, O, 0, 1
ROY SMALLEY.JR., 13.0, 1653.0, 5657.0, 745.0, 1454.0, 244.0, 25.0, 163.0, 694.0, 771.0, 908.0, 0.257, 0.348, 0.395, 103.0, 48.0, 34.0, 801.0, 27.0, 34.0, -12.0, 0.966, 14.0, 14.5, S, 0, 1
ROY SMALLEY.SR., 11.0, 872.0, 2644.0, 277.0, 601.0, 103.0, 33.0, 61.0, 305.0, 257.0, 541.0, 0.227, 0.3, 0.36, 77.0, -95.0, -91.0, 288.0, 4.0, 0.0, 0.0, 0.947, 3.0, -3.3, S, 0, 1
POP SMITH, 12.0, 1093.0, 4176.0, 633.0, 935.0, 141.0, 87.0, 24.0, 264.0, 313.0, 345.0, 0.224, 0.288, 0.317, 89.0, -63.0, -44.0, 445.0, 169.0, 0.0, 0.0, 0.904, 68.0, 5.0, 2, 0, 1
CHARLEY SMITH, 10.0, 771.0, 2484.0, 228.0, 594.0, 83.0, 18.0, 69.0, 281.0, 130.0, 565.0, 0.239, 0.281, 0.37, 82.0, -70.0, -65.0, 246.0, 7.0, 12.0, -5.0, 0.945, 14.0, -5.9, 3, 0, 1
EARL SMITH, 12.0, 860.0, 2264.0, 225.0, 686.0, 115.0, 19.0, 46.0, 355.0, 247.0, 106.0, 0.303, 0.374, 0.432, 111.0, 45.0, 38.0, 377.0, 18.0, 9.0, 0.0, 0.952, -20.0, 5.6, C, 0, 1
ELMER SMITH, 10.0, 1012.0, 3195.0, 469.0, 881.0, 181.0, 62.0, 70.0, 541.0, 319.0, 359.0, 0.276, 0.344, 0.437, 112.0, 55.0, 46.0, 499.0, 54.0, 27.0, 0.0, 0.957, -29.0, -4.3, O, 0, 1
GERMANY SMITH, 15.0, 1710.0, 6552.0, 907.0, 1592.0, 251.0, 94.0, 47.0, 618.0, 408.0, 288.0, 0.243, 0.289, 0.332, 76.0, -210.0, -224.0, 726.0, 235.0, 0.0, 0.0, 0.902, 155.0, -0.8, S, 0, 1
HAL SMITH, 10.0, 879.0, 2682.0, 269.0, 715.0, 148.0, 10.0, 58.0, 323.0, 196.0, 361.0, 0.267, 0.32, 0.394, 94.0, -33.0, -26.0, 323.0, 7.0, 10.0, -4.0, 0.989, -3.0, -0.7, C, 0, 1
HARRY SMITH, 10.0, 343.0, 1004.0, 83.0, 214.0, 22.0, 7.0, 2.0, 89.0, 55.0, 14.0, 0.213, 0.262, 0.255, 54.0, -54.0, -58.0, 78.0, 23.0, 0.0, 0.0, 0.95, -9.0, -4.2, C, 0, 1
JACK SMITH, 15.0, 1406.0, 4532.0, 783.0, 1301.0, 182.0, 71.0, 40.0, 382.0, 334.0, 348.0, 0.287, 0.339, 0.385, 103.0, -2.0, 18.0, 618.0, 228.0, 67.0, 0.0, 0.961, -36.0, -9.7, O, 0, 1
POP SNYDER, 15.0, 797.0, 3122.0, 355.0, 737.0, 110.0, 39.0, 7.0, 142.0, 75.0, 118.0, 0.236, 0.256, 0.303, 74.0, -82.0, -101.0, 260.0, 30.0, 0.0, 0.0, 0.904, 147.0, 7.7, C, 0, 1
FRANK SNYDER, 16.0, 1392.0, 4229.0, 331.0, 1122.0, 170.0, 44.0, 47.0, 525.0, 281.0, 416.0, 0.265, 0.313, 0.36, 90.0, -69.0, -63.0, 489.0, 37.0, 20.0, 0.0, 0.981, 17.0, 3.1, C, 0, 1
RUSS SNYDER, 12.0, 1365.0, 3631.0, 488.0, 984.0, 150.0, 29.0, 42.0, 319.0, 294.0, 438.0, 0.271, 0.327, 0.363, 94.0, -33.0, -31.0, 441.0, 58.0, 32.0, -2.0, 0.981, -96.0, -18.4, O, 0, 1
JOE SOMMER, 10.0, 920.0, 3675.0, 617.0, 911.0, 109.0, 42.0, 11.0, 77.0, 238.0, 53.0, 0.248, 0.297, 0.309, 90.0, -40.0, -41.0, 380.0, 101.0, 0.0, 0.0, 0.901, 38.0, -1.1, O, 0, 1
BILLY SOUTHWORTH, 13.0, 1192.0, 4359.0, 661.0, 1296.0, 173.0, 91.0, 52.0, 561.0, 402.0, 148.0, 0.297, 0.359, 0.415, 111.0, 65.0, 70.0, 647.0, 138.0, 85.0, 0.0, 0.965, 23.0, -0.9, O, 0, 1
AL SPANGLER, 13.0, 912.0, 2267.0, 307.0, 594.0, 87.0, 26.0, 21.0, 175.0, 295.0, 234.0, 0.262, 0.35, 0.351, 100.0, 0.0, 8.0, 298.0, 37.0, 32.0, -8.0, 0.973, -45.0, -8.1, O, 0, 1
DARYL SPENCER, 10.0, 1098.0, 3689.0, 457.0, 901.0, 145.0, 20.0, 105.0, 428.0, 449.0, 516.0, 0.244, 0.329, 0.38, 88.0, -51.0, -57.0, 465.0, 13.0, 7.0, -0.0, 0.953, -13.0, -0.1, S, 0, 1
JIM SPENCER, 15.0, 1553.0, 4908.0, 541.0, 1227.0, 179.0, 27.0, 146.0, 599.0, 407.0, 582.0, 0.25, 0.31, 0.387, 98.0, -41.0, -24.0, 574.0, 11.0, 19.0, -8.0, 0.995, 30.0, -9.3, 1, 0, 1
ROY SPENCER, 12.0, 636.0, 1814.0, 177.0, 448.0, 57.0, 13.0, 3.0, 203.0, 128.0, 130.0, 0.247, 0.301, 0.298, 56.0, -113.0, -116.0, 171.0, 4.0, 1.0, 0.0, 0.984, 16.0, -6.1, C, 0, 1
HARRY SPILMAN, 12.0, 563.0, 810.0, 96.0, 192.0, 34.0, 1.0, 18.0, 117.0, 81.0, 126.0, 0.237, 0.309, 0.348, 85.0, -20.0, -16.0, 92.0, 1.0, 2.0, -1.0, 0.991, -8.0, -3.3, 1, 0, 1
MIKE SQUIRES, 10.0, 779.0, 1580.0, 211.0, 411.0, 53.0, 10.0, 6.0, 141.0, 143.0, 108.0, 0.26, 0.323, 0.318, 78.0, -43.0, -44.0, 166.0, 45.0, 28.0, -3.0, 0.995, 25.0, -4.7, 1, 0, 1
LARRY STAHL, 10.0, 730.0, 1721.0, 167.0, 400.0, 58.0, 19.0, 36.0, 163.0, 142.0, 357.0, 0.232, 0.293, 0.351, 86.0, -41.0, -33.0, 180.0, 22.0, 16.0, -3.0, 0.983, 16.0, -4.4, O, 0, 1
TUCK STAINBACK, 13.0, 817.0, 2261.0, 284.0, 585.0, 90.0, 14.0, 17.0, 204.0, 64.0, 213.0, 0.259, 0.284, 0.333, 68.0, -97.0, -104.0, 219.0, 27.0, 12.0, 0.0, 0.965, -29.0, -16.2, O, 0, 1
OSCAR STANAGE, 14.0, 1096.0, 3503.0, 248.0, 819.0, 123.0, 34.0, 8.0, 321.0, 219.0, 268.0, 0.234, 0.284, 0.295, 69.0, -138.0, -144.0, 305.0, 30.0, 2.0, 0.0, 0.961, -105.0, -16.7, C, 0, 1
EDDIE STANKY, 11.0, 1259.0, 4301.0, 811.0, 1154.0, 185.0, 35.0, 29.0, 364.0, 996.0, 374.0, 0.268, 0.41, 0.348, 109.0, 114.0, 116.0, 717.0, 48.0, 5.0, 0.0, 0.975, 3.0, 18.5, 2, 0, 1
FRED STANLEY, 14.0, 816.0, 1650.0, 197.0, 356.0, 38.0, 5.0, 10.0, 120.0, 196.0, 243.0, 0.216, 0.302, 0.263, 62.0, -81.0, -77.0, 144.0, 11.0, 6.0, -0.0, 0.971, -18.0, -4.4, S, 0, 1
MICKEY STANLEY, 15.0, 1516.0, 5022.0, 641.0, 1243.0, 201.0, 48.0, 117.0, 500.0, 371.0, 564.0, 0.248, 0.3, 0.377, 89.0, -59.0, -80.0, 549.0, 44.0, 23.0, -1.0, 0.991, 2.0, -14.0, O, 0, 1
JOE START, 11.0, 798.0, 3433.0, 590.0, 1031.0, 107.0, 55.0, 7.0, 357.0, 150.0, 109.0, 0.3, 0.33, 0.37, 127.0, 90.0, 103.0, 432.0, 4.0, 0.0, 0.0, 0.968, -7.0, 2.8, 1, 0, 1
JOHN STEARNS, 11.0, 810.0, 2681.0, 334.0, 696.0, 152.0, 10.0, 46.0, 312.0, 323.0, 294.0, 0.26, 0.345, 0.375, 102.0, 2.0, 13.0, 347.0, 91.0, 51.0, -3.0, 0.985, 11.0, 4.3, C, 0, 1
BILL STEIN, 14.0, 959.0, 2811.0, 268.0, 751.0, 122.0, 18.0, 44.0, 311.0, 186.0, 413.0, 0.267, 0.316, 0.37, 91.0, -38.0, -37.0, 315.0, 16.0, 16.0, -5.0, 0.95, -13.0, -5.4, 3, 0, 1
HARRY STEINFELDT, 14.0, 1646.0, 5896.0, 758.0, 1576.0, 284.0, 90.0, 27.0, 762.0, 471.0, 32.0, 0.267, 0.329, 0.36, 101.0, 34.0, 2.0, 808.0, 194.0, 0.0, 0.0, 0.926, 47.0, 9.2, 3, 0, 1
CASEY STENGEL, 14.0, 1277.0, 4288.0, 575.0, 1219.0, 182.0, 89.0, 60.0, 535.0, 437.0, 453.0, 0.284, 0.356, 0.41, 119.0, 118.0, 110.0, 654.0, 131.0, 43.0, 0.0, 0.964, -9.0, 2.4, O, 0, 1
RENNIE STENNETT, 11.0, 1237.0, 4521.0, 500.0, 1239.0, 177.0, 41.0, 41.0, 432.0, 207.0, 348.0, 0.274, 0.308, 0.359, 85.0, -98.0, -96.0, 475.0, 75.0, 54.0, -10.0, 0.978, 28.0, -1.4, 2, 0, 1
GENE STEPHENS, 12.0, 964.0, 1913.0, 283.0, 460.0, 78.0, 15.0, 37.0, 207.0, 233.0, 322.0, 0.24, 0.327, 0.355, 82.0, -37.0, -46.0, 239.0, 27.0, 20.0, -4.0, 0.973, -87.0, -16.4, O, 0, 1
JOHN STEPHENSON, 10.0, 451.0, 989.0, 83.0, 214.0, 37.0, 3.0, 12.0, 93.0, 63.0, 118.0, 0.216, 0.272, 0.296, 64.0, -52.0, -46.0, 75.0, 0.0, 1.0, -1.0, 0.986, -34.0, -7.5, C, 0, 1
JIMMY STEWART, 10.0, 777.0, 1420.0, 164.0, 336.0, 45.0, 14.0, 8.0, 112.0, 139.0, 218.0, 0.237, 0.308, 0.305, 71.0, -49.0, -53.0, 142.0, 38.0, 20.0, -1.0, 0.969, -22.0, -7.5, O, 0, 1
BOB STINSON, 12.0, 652.0, 1634.0, 166.0, 408.0, 61.0, 7.0, 33.0, 180.0, 201.0, 254.0, 0.25, 0.34, 0.356, 93.0, -9.0, -10.0, 205.0, 8.0, 10.0, -4.0, 0.984, -42.0, -4.1, C, 0, 1
SNUFFY STIRNWEISS, 10.0, 1028.0, 3695.0, 604.0, 989.0, 157.0, 68.0, 29.0, 281.0, 541.0, 447.0, 0.268, 0.362, 0.371, 102.0, 28.0, 21.0, 545.0, 134.0, 55.0, 7.0, 0.98, 0.0, 8.5, 2, 0, 1
MILT STOCK, 14.0, 1628.0, 6249.0, 839.0, 1806.0, 270.0, 58.0, 22.0, 696.0, 455.0, 321.0, 0.289, 0.339, 0.361, 98.0, -28.0, -17.0, 789.0, 155.0, 75.0, 0.0, 0.945, -59.0, -1.1, 3, 0, 1
JOHN STONE, 11.0, 1200.0, 4494.0, 739.0, 1391.0, 268.0, 105.0, 77.0, 707.0, 463.0, 352.0, 0.31, 0.376, 0.467, 116.0, 100.0, 105.0, 797.0, 45.0, 40.0, -10.0, 0.967, 25.0, 5.5, O, 0, 1
